execution_order,batch,barcode,number_of_affected_variants,product_title,variant_title,sku,shopify_product_id,shopify_variant_id,status,inventory_item_id,recommended_action,priority,review_reason
100,2,536198,2,CLASSIC TEE IN WHITE,4X - LARGE,536198,gid://shopify/Product/8651667538225,gid://shopify/ProductVariant/46052076192049,active,gid://shopify/InventoryItem/48098702950705,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
101,3,800211,2,"""PAINT SPLAT"" LITTLE HUMAN™ HOODIE IN ELECTRIC BLUE",1-2,800211,gid://shopify/Product/9234572476721,gid://shopify/ProductVariant/47894984163633,active,gid://shopify/InventoryItem/49943153049905,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
102,3,800211,2,"""PAINT SPLAT"" LITTLE HUMAN™ TEE IN ELECTRIC BLUE",1-2,800211,gid://shopify/Product/9124249927985,gid://shopify/ProductVariant/47595259953457,active,gid://shopify/InventoryItem/49644653642033,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
103,3,800212,2,"""PAINT SPLAT"" LITTLE HUMAN™ HOODIE IN ELECTRIC BLUE",3-4,800212,gid://shopify/Product/9234572476721,gid://shopify/ProductVariant/47894984196401,active,gid://shopify/InventoryItem/49943153082673,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
104,3,800212,2,"""PAINT SPLAT"" LITTLE HUMAN™ TEE IN ELECTRIC BLUE",3-4,800212,gid://shopify/Product/9124249927985,gid://shopify/ProductVariant/47595259986225,active,gid://shopify/InventoryItem/49644653674801,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
105,3,800213,2,"""PAINT SPLAT"" LITTLE HUMAN™ HOODIE IN ELECTRIC BLUE",5-6,800213,gid://shopify/Product/9234572476721,gid://shopify/ProductVariant/47894984229169,active,gid://shopify/InventoryItem/49943153115441,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
106,3,800213,2,"""PAINT SPLAT"" LITTLE HUMAN™ TEE IN ELECTRIC BLUE",5-6,800213,gid://shopify/Product/9124249927985,gid://shopify/ProductVariant/47595260018993,active,gid://shopify/InventoryItem/49644653707569,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
107,3,800214,2,"""PAINT SPLAT"" LITTLE HUMAN™ HOODIE IN ELECTRIC BLUE",7-8,800214,gid://shopify/Product/9234572476721,gid://shopify/ProductVariant/47894984261937,active,gid://shopify/InventoryItem/49943153148209,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
108,3,800214,2,"""PAINT SPLAT"" LITTLE HUMAN™ TEE IN ELECTRIC BLUE",7-8,800214,gid://shopify/Product/9124249927985,gid://shopify/ProductVariant/47595260051761,active,gid://shopify/InventoryItem/49644653740337,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
109,3,800215,2,"""PAINT SPLAT"" LITTLE HUMAN™ HOODIE IN ELECTRIC BLUE",9-10,800215,gid://shopify/Product/9234572476721,gid://shopify/ProductVariant/47894984294705,active,gid://shopify/InventoryItem/49943153180977,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
110,3,800215,2,"""PAINT SPLAT"" LITTLE HUMAN™ TEE IN ELECTRIC BLUE",9-10,800215,gid://shopify/Product/9124249927985,gid://shopify/ProductVariant/47595260084529,active,gid://shopify/InventoryItem/49644653773105,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
111,3,800218,2,"""PAINT SPLAT"" LITTLE HUMAN™ HOODIE IN CAVIAR",1-2,800218,gid://shopify/Product/9234546524465,gid://shopify/ProductVariant/47894845686065,active,gid://shopify/InventoryItem/49943014998321,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
112,3,800218,2,"""PAINT SPLAT"" LITTLE HUMAN™ TEE IN CAVIAR",1-2,800218,gid://shopify/Product/9124250452273,gid://shopify/ProductVariant/47595262771505,active,gid://shopify/InventoryItem/49644656460081,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
113,3,800219,2,"""PAINT SPLAT"" LITTLE HUMAN™ HOODIE IN CAVIAR",3-4,800219,gid://shopify/Product/9234546524465,gid://shopify/ProductVariant/47894845718833,active,gid://shopify/InventoryItem/49943015031089,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
114,3,800219,2,"""PAINT SPLAT"" LITTLE HUMAN™ TEE IN CAVIAR",3-4,800219,gid://shopify/Product/9124250452273,gid://shopify/ProductVariant/47595262804273,active,gid://shopify/InventoryItem/49644656492849,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
115,3,800220,2,"""PAINT SPLAT"" LITTLE HUMAN™ HOODIE IN CAVIAR",5-6,800220,gid://shopify/Product/9234546524465,gid://shopify/ProductVariant/47894845751601,active,gid://shopify/InventoryItem/49943015063857,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
116,3,800220,2,"""PAINT SPLAT"" LITTLE HUMAN™ TEE IN CAVIAR",5-6,800220,gid://shopify/Product/9124250452273,gid://shopify/ProductVariant/47595262837041,active,gid://shopify/InventoryItem/49644656525617,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
117,3,800221,2,"""PAINT SPLAT"" LITTLE HUMAN™ HOODIE IN CAVIAR",7-8,800221,gid://shopify/Product/9234546524465,gid://shopify/ProductVariant/47894845784369,active,gid://shopify/InventoryItem/49943015096625,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
118,3,800221,2,"""PAINT SPLAT"" LITTLE HUMAN™ TEE IN CAVIAR",7-8,800221,gid://shopify/Product/9124250452273,gid://shopify/ProductVariant/47595262869809,active,gid://shopify/InventoryItem/49644656558385,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
119,3,800222,2,"""PAINT SPLAT"" LITTLE HUMAN™ HOODIE IN CAVIAR",9-10,800222,gid://shopify/Product/9234546524465,gid://shopify/ProductVariant/47894845817137,active,gid://shopify/InventoryItem/49943015129393,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
120,3,800222,2,"""PAINT SPLAT"" LITTLE HUMAN™ TEE IN CAVIAR",9-10,800222,gid://shopify/Product/9124250452273,gid://shopify/ProductVariant/47595262902577,active,gid://shopify/InventoryItem/49644656591153,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
121,3,900837,2,4 POCKET CUBAN SHIRT IN CHARCOAL GREY,3X - LARGE,900837,gid://shopify/Product/10456088314161,gid://shopify/ProductVariant/52248399577393,active,gid://shopify/InventoryItem/54341841256753,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
122,3,900837,2,4 POCKET CUBAN SHIRT IN CHARCOAL GREY,SMALL,900837,gid://shopify/Product/10456088314161,gid://shopify/ProductVariant/52051662242097,active,gid://shopify/InventoryItem/54142233379121,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
123,3,934102,2,VAST TEE IN CHARCOAL GREY,EXTRA - SMALL,934102,gid://shopify/Product/9881928270129,gid://shopify/ProductVariant/49635057828145,active,gid://shopify/InventoryItem/51682114732337,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
124,3,934102,2,VAST TEE IN WHITE,EXTRA - SMALL,934302,gid://shopify/Product/9881928663345,gid://shopify/ProductVariant/49634937438513,active,gid://shopify/InventoryItem/51681994178865,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
125,3,964102,2,EXO™ BOX LITE TEE IN OLIVE/ANTHRACITE,EXTRA - SMALL,964102,gid://shopify/Product/10179930063153,gid://shopify/ProductVariant/50713761186097,active,gid://shopify/InventoryItem/52783241494833,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
126,3,964102,2,EXO™ BOX LITE TEE IN NAVY/ANTHRACITE,EXTRA - SMALL,964102,gid://shopify/Product/10179929702705,gid://shopify/ProductVariant/50713759023409,active,gid://shopify/InventoryItem/52783239332145,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
127,3,964103,2,EXO™ BOX LITE TEE IN OLIVE/ANTHRACITE,SMALL,964103,gid://shopify/Product/10179930063153,gid://shopify/ProductVariant/50713761218865,active,gid://shopify/InventoryItem/52783241527601,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
128,3,964103,2,EXO™ BOX LITE TEE IN NAVY/ANTHRACITE,SMALL,964103,gid://shopify/Product/10179929702705,gid://shopify/ProductVariant/50713759056177,active,gid://shopify/InventoryItem/52783239364913,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
129,3,964104,2,EXO™ BOX LITE TEE IN OLIVE/ANTHRACITE,MEDIUM,964104,gid://shopify/Product/10179930063153,gid://shopify/ProductVariant/50713761251633,active,gid://shopify/InventoryItem/52783241560369,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
130,3,964104,2,EXO™ BOX LITE TEE IN NAVY/ANTHRACITE,MEDIUM,964104,gid://shopify/Product/10179929702705,gid://shopify/ProductVariant/50713759088945,active,gid://shopify/InventoryItem/52783239397681,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
131,3,964105,2,EXO™ BOX LITE TEE IN OLIVE/ANTHRACITE,LARGE,964105,gid://shopify/Product/10179930063153,gid://shopify/ProductVariant/50713761284401,active,gid://shopify/InventoryItem/52783241593137,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
132,3,964105,2,EXO™ BOX LITE TEE IN NAVY/ANTHRACITE,LARGE,964105,gid://shopify/Product/10179929702705,gid://shopify/ProductVariant/50713759121713,active,gid://shopify/InventoryItem/52783239430449,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
133,3,964106,2,EXO™ BOX LITE TEE IN OLIVE/ANTHRACITE,EXTRA - LARGE,964106,gid://shopify/Product/10179930063153,gid://shopify/ProductVariant/50713761317169,active,gid://shopify/InventoryItem/52783241625905,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
134,3,964106,2,EXO™ BOX LITE TEE IN NAVY/ANTHRACITE,EXTRA - LARGE,964106,gid://shopify/Product/10179929702705,gid://shopify/ProductVariant/50713759154481,active,gid://shopify/InventoryItem/52783239463217,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
135,3,964107,2,EXO™ BOX LITE TEE IN OLIVE/ANTHRACITE,2X - LARGE,964107,gid://shopify/Product/10179930063153,gid://shopify/ProductVariant/50713761349937,active,gid://shopify/InventoryItem/52783241658673,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
136,3,964107,2,EXO™ BOX LITE TEE IN NAVY/ANTHRACITE,2X - LARGE,964107,gid://shopify/Product/10179929702705,gid://shopify/ProductVariant/50713759187249,active,gid://shopify/InventoryItem/52783239495985,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
137,3,964108,2,EXO™ BOX LITE TEE IN OLIVE/ANTHRACITE,3X - LARGE,964108,gid://shopify/Product/10179930063153,gid://shopify/ProductVariant/50713761382705,active,gid://shopify/InventoryItem/52783241691441,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
138,3,964108,2,EXO™ BOX LITE TEE IN NAVY/ANTHRACITE,3X - LARGE,964108,gid://shopify/Product/10179929702705,gid://shopify/ProductVariant/50713759220017,active,gid://shopify/InventoryItem/52783239528753,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
139,3,964109,2,EXO™ BOX LITE TEE IN OLIVE/ANTHRACITE,4X - LARGE,964109,gid://shopify/Product/10179930063153,gid://shopify/ProductVariant/50713761415473,active,gid://shopify/InventoryItem/52783241724209,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
140,3,964109,2,EXO™ BOX LITE TEE IN NAVY/ANTHRACITE,4X - LARGE,964109,gid://shopify/Product/10179929702705,gid://shopify/ProductVariant/50713759252785,active,gid://shopify/InventoryItem/52783239561521,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
141,3,969602,2,M+ CLASSIC POCKET LITE TEE,GLACIER / EXTRA - SMALL,969602,gid://shopify/Product/10341333795121,gid://shopify/ProductVariant/51589171446065,active,gid://shopify/InventoryItem/53656618402097,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
142,3,969602,2,M+ CLASSIC POCKET LITE TEE IN GLACIER,EXTRA - SMALL,969602,gid://shopify/Product/10305730511153,gid://shopify/ProductVariant/51412698825009,active,gid://shopify/InventoryItem/53479924662577,keep barcode on this variant,high,Selected as temporary keeper; other active variants must be reassigned unique barcodes.
143,3,969603,2,M+ CLASSIC POCKET LITE TEE,GLACIER / SMALL,969603,gid://shopify/Product/10341333795121,gid://shopify/ProductVariant/51589171577137,active,gid://shopify/InventoryItem/53656618533169,replace barcode on this variant,high,Active variant conflicts with another active/keeper barcode and must be unique.
